FoodCodes	drxfcsd	Main.food.description	Old.Main.food.description	ModCode	FoodID
26139190	SARDINES, SKINLESS, BONELESS, PACKED IN WATER	Sardines_skinless_boneless_packed_in_water	Sardines, skinless, boneless, packed in water	0	26139190.0
26141110	SEA BASS, COOKED, NS AS TO COOKING METHOD	Sea_bass_cooked_NS_as_to_cooking_method	Sea bass, cooked, NS as to cooking method	0	26141110.0
26141120	SEA BASS, BAKED OR BROILED	Sea_bass_baked_or_broiled	Sea bass, baked or broiled	0	26141120.0
26141130	SEA BASS, BREADED, BAKED	Sea_bass_breaded_or_battered_baked	Sea bass, breaded or battered, baked	0	26141130.0
26141140	SEA BASS, FLOURED OR BREADED, FRIED	Sea_bass_floured_or_breaded_fried	Sea bass, floured or breaded, fried	0	26141140.0
26141160	SEA BASS, STEAMED OR POACHED	Sea_bass_steamed_or_poached	Sea bass, steamed or poached	0	26141160.0
26141180	SEA BASS, PICKLED (MERO EN ESCABECHE)	Sea_bass_pickled_Mero_en_escabeche_	Sea bass, pickled (Mero en escabeche)	0	26141180.0
26143110	SHARK, COOKED, NS AS TO COOKING METHOD	Shark_cooked_NS_as_to_cooking_method	Shark, cooked, NS as to cooking method	0	26143110.0
26143120	SHARK, BAKED OR BROILED	Shark_baked_or_broiled	Shark, baked or broiled	0	26143120.0
26143160	SHARK, STEAMED OR POACHED	Shark_steamed_or_poached	Shark, steamed or poached	0	26143160.0
26147110	STURGEON, COOKED, NS AS TO COOKING METHOD	Sturgeon_cooked_NS_as_to_cooking_method	Sturgeon, cooked, NS as to cooking method	0	26147110.0
26147120	STURGEON, BAKED OR BROILED	Sturgeon_baked_or_broiled	Sturgeon, baked or broiled	0	26147120.0
26147130	STURGEON, STEAMED	Sturgeon_steamed	Sturgeon, steamed	0	26147130.0
26147140	STURGEON, FLOURED OR BREADED, FRIED	Sturgeon_floured_or_breaded_fried	Sturgeon, floured or breaded, fried	0	26147140.0
26147190	STURGEON, SMOKED	Sturgeon_smoked	Sturgeon, smoked	0	26147190.0
26149110	SWORDFISH, COOKED, NS AS TO COOKING METHOD	Swordfish_cooked_NS_as_to_cooking_method	Swordfish, cooked, NS as to cooking method	0	26149110.0
26149120	SWORDFISH, BAKED OR BROILED	Swordfish_baked_or_broiled	Swordfish, baked or broiled	0	26149120.0
26149140	SWORDFISH, FLOURED OR BREADED, FRIED	Swordfish_floured_or_breaded_fried	Swordfish, floured or breaded, fried	0	26149140.0
26149160	SWORDFISH, STEAMED OR POACHED	Swordfish_steamed_or_poached	Swordfish, steamed or poached	0	26149160.0
26151110	TROUT, COOKED, NS AS TO COOKING METHOD	Trout_cooked_NS_as_to_cooking_method	Trout, cooked, NS as to cooking method	0	26151110.0
26151120	TROUT, BAKED OR BROILED	Trout_baked_or_broiled	Trout, baked or broiled	0	26151120.0
26151130	TROUT, BREADED OR BATTERED, BAKED	Trout_breaded_or_battered_baked	Trout, breaded or battered, baked	0	26151130.0
26151140	TROUT, FLOURED OR BREADED, FRIED	Trout_floured_or_breaded_fried	Trout, floured or breaded, fried	0	26151140.0
26151150	TROUT, BATTERED, FRIED	Trout_battered_fried	Trout, battered, fried	0	26151150.0
26151160	TROUT, STEAMED OR POACHED	Trout_steamed_or_poached	Trout, steamed or poached	0	26151160.0
26151190	TROUT, SMOKED	Trout_smoked	Trout, smoked	0	26151190.0
26153100	TUNA, FRESH, RAW	Tuna_fresh_raw	Tuna, fresh, raw	0	26153100.0
26153110	TUNA, FRESH, COOKED, NS AS TO COOKING METHOD	Tuna_fresh_cooked_NS_as_to_cooking_method	Tuna, fresh, cooked, NS as to cooking method	0	26153110.0
26153120	TUNA, FRESH, BAKED OR BROILED	Tuna_fresh_baked_or_broiled	Tuna, fresh, baked or broiled	0	26153120.0
26153140	TUNA, FRESH, FLOURED OR BREADED, FRIED	Tuna_fresh_floured_or_breaded_fried	Tuna, fresh, floured or breaded, fried	0	26153140.0
26153160	TUNA, FRESH, STEAMED OR POACHED	Tuna_fresh_steamed_or_poached	Tuna, fresh, steamed or poached	0	26153160.0
26153170	TUNA, FRESH, DRIED	Tuna_fresh_dried	Tuna, fresh, dried	0	26153170.0
26153190	TUNA, FRESH, SMOKED	Tuna_fresh_smoked	Tuna, fresh, smoked	0	26153190.0
26155110	TUNA, CANNED, NS AS TO OIL OR WATER PACK	Tuna_canned_NS_as_to_oil_or_water_pack	Tuna, canned, NS as to oil or water pack	0	26155110.0
26155180	TUNA, CANNED, OIL PACK	Tuna_canned_oil_pack	Tuna, canned, oil pack	0	26155180.0
26155190	TUNA, CANNED, WATER PACK	Tuna_canned_water_pack	Tuna, canned, water pack	0	26155190.0
26157110	WHITING, COOKED, NS AS TO COOKING METHOD	Whiting_cooked_NS_as_to_cooking_method	Whiting, cooked, NS as to cooking method	0	26157110.0
26157120	WHITING, BAKED OR BROILED	Whiting_baked_or_broiled	Whiting, baked or broiled	0	26157120.0
26157130	WHITING, BREADED OR BATTERED, BAKED	Whiting_breaded_or_battered_baked	Whiting, breaded or battered, baked	0	26157130.0
26157140	WHITING, FLOURED OR BREADED, FRIED	Whiting_floured_or_breaded_fried	Whiting, floured or breaded, fried	0	26157140.0
26157150	WHITING, BATTERED, FRIED	Whiting_battered_fried	Whiting, battered, fried	0	26157150.0
26157160	WHITING, STEAMED OR POACHED	Whiting_steamed_or_poached	Whiting, steamed or poached	0	26157160.0
26158000	TILAPIA, COOKED, NS AS TO COOKING METHOD	Tilapia_cooked_NS_as_to_cooking_method	Tilapia, cooked, NS as to cooking method	0	26158000.0
26158010	TILAPIA, BAKED OR BROILED	Tilapia_baked_or_broiled	Tilapia, baked or broiled	0	26158010.0
26158020	TILAPIA, BREADED OR BATTERED, BAKED	Tilapia_breaded_or_battered_baked	Tilapia, breaded or battered, baked	0	26158020.0
26158030	TILAPIA, FLOURED OR BREADED, FRIED	Tilapia_floured_or_breaded_fried	Tilapia, floured or breaded, fried	0	26158030.0
26158040	TILAPIA, BATTERED, FRIED	Tilapia_battered_fried	Tilapia, battered, fried	0	26158040.0
26203110	FROG LEGS, NS AS TO COOKING METHOD	Frog_legs_NS_as_to_cooking_method	Frog legs, NS as to cooking method	0	26203110.0
26203160	FROG LEGS, STEAMED	Frog_legs_steamed	Frog legs, steamed	0	26203160.0
26205110	OCTOPUS, COOKED, NS AS TO COOKING METHOD	Octopus_cooked_NS_as_to_cooking_method	Octopus, cooked, NS as to cooking method	0	26205110.0
26205160	OCTOPUS, STEAMED	Octopus_steamed	Octopus, steamed	0	26205160.0
26205170	OCTOPUS, DRIED	Octopus_dried	Octopus, dried	0	26205170.0
26205180	OCTOPUS, DRIED, BOILED	Octopus_dried_boiled	Octopus, dried, boiled	0	26205180.0
26205190	OCTOPUS, SMOKED	Octopus_smoked	Octopus, smoked	0	26205190.0
26207110	ROE, SHAD, COOKED (INCL COD ROE)	Roe_shad_cooked	Roe, shad, cooked	0	26207110.0
26209100	ROE, HERRING	Roe_herring	Roe, herring	0	26209100.0
26211100	ROE, STURGEON (INCLUDE CAVIAR)	Roe_sturgeon	Roe, sturgeon	0	26211100.0
26213100	SQUID, RAW	Squid_raw	Squid, raw	0	26213100.0
26213120	SQUID, BAKED OR BROILED	Squid_baked_broiled	Squid, baked, broiled	0	26213120.0
26213140	SQUID, BREADED, FRIED	Squid_breaded_fried	Squid, breaded, fried	0	26213140.0
26213160	SQUID, STEAMED OR BOILED	Squid_steamed_or_boiled	Squid, steamed or boiled	0	26213160.0
26213170	SQUID, DRIED	Squid_dried	Squid, dried	0	26213170.0
26213180	SQUID, PICKLED	Squid_pickled	Squid, pickled	0	26213180.0
26213190	SQUID, CANNED	Squid_canned	Squid, canned	0	26213190.0
26215120	TURTLE, COOKED, NS AS TO METHOD	Turtle_terrapin_cooked_NS_as_to_cooking_method	Turtle (terrapin), cooked, NS as to cooking method	0	26215120.0
26301110	ABALONE, COOKED, NS AS TO COOKING METHOD	Abalone_cooked_NS_as_to_cooking_method	Abalone, cooked, NS as to cooking method	0	26301110.0
26301140	ABALONE, FLOURED OR BREADED, FRIED	Abalone_floured_or_breaded_fried	Abalone, floured or breaded, fried	0	26301140.0
26301160	ABALONE, STEAMED OR POACHED	Abalone_steamed_or_poached	Abalone, steamed or poached	0	26301160.0
26303100	CLAMS, RAW	Clams_raw	Clams, raw	0	26303100.0
26303110	CLAMS, COOKED, NS AS TO COOKING METHOD	Clams_cooked_NS_as_to_cooking_method	Clams, cooked, NS as to cooking method	0	26303110.0
26303120	CLAMS, BAKED OR BROILED	Clams_baked_or_broiled	Clams, baked or broiled	0	26303120.0
26303140	CLAMS, FLOURED OR BREADED, FRIED	Clams_floured_or_breaded_fried	Clams, floured or breaded, fried	0	26303140.0
26303150	CLAMS, BATTERED, FRIED	Clams_battered_fried	Clams, battered, fried	0	26303150.0
26303160	CLAMS, STEAMED OR BOILED	Clams_steamed_or_boiled	Clams, steamed or boiled	0	26303160.0
26303180	CLAMS, CANNED	Clams_canned	Clams, canned	0	26303180.0
26303190	CLAMS, SMOKED, IN OIL	Clams_smoked_in_oil	Clams, smoked, in oil	0	26303190.0
26305110	CRAB, COOKED, NS AS TO COOKING METHOD	Crab_cooked_NS_as_to_cooking_method	Crab, cooked, NS as to cooking method	0	26305110.0
26305120	CRAB, BAKED OR BROILED (INCL SAUTEED)	Crab_baked_or_broiled	Crab, baked or broiled	0	26305120.0
26305160	CRAB, HARD SHELL, STEAMED	Crab_hard_shell_steamed	Crab, hard shell, steamed	0	26305160.0
26305180	CRAB, CANNED	Crab_canned	Crab, canned	0	26305180.0
26307140	CRAB, SOFT SHELL, FLOURED OR BREADED, FRIED	Crab_soft_shell_floured_or_breaded_fried	Crab, soft shell, floured or breaded, fried	0	26307140.0
26309140	CRAYFISH, FLOURED OR BREADED, FRIED	Crayfish_floured_or_breaded_fried	Crayfish, floured or breaded, fried	0	26309140.0
26309160	CRAYFISH, BOILED OR STEAMED	Crayfish_boiled_or_steamed	Crayfish, boiled or steamed	0	26309160.0
26311110	LOBSTER, COOKED, NS AS TO METHOD	Lobster_cooked_NS_as_to_cooking_method	Lobster, cooked, NS as to cooking method	0	26311110.0
26311120	LOBSTER, BAKED OR BROILED	Lobster_baked_or_broiled	Lobster, baked or broiled	0	26311120.0
26311130	LOBSTER, W/O SHELL, STEAMED OR BOILED	Lobster_without_shell_steamed_or_boiled	Lobster, without shell, steamed or boiled	0	26311130.0
26311140	LOBSTER, FLOURED OR BREADED, FRIED	Lobster_floured_or_breaded_fried	Lobster, floured or breaded, fried	0	26311140.0
26311150	LOBSTER, BATTERED, FRIED	Lobster_battered_fried	Lobster, battered, fried	0	26311150.0
26311160	LOBSTER, STEAMED OR BOILED	Lobster_steamed_or_boiled	Lobster, steamed or boiled	0	26311160.0
26311180	LOBSTER, CANNED	Lobster_canned	Lobster, canned	0	26311180.0
26313100	MUSSELS, RAW	Mussels_raw	Mussels, raw	0	26313100.0
26313110	MUSSELS, COOKED, NS AS TO COOKING METHOD	Mussels_cooked_NS_as_to_cooking_method	Mussels, cooked, NS as to cooking method	0	26313110.0
26313160	MUSSELS, STEAMED	Mussels_steamed_or_poached	Mussels, steamed or poached	0	26313160.0
26315100	OYSTERS, RAW	Oysters_raw	Oysters, raw	0	26315100.0
26315110	OYSTERS, COOKED, NS AS TO COOKING METHOD	Oysters_cooked_NS_as_to_cooking_method	Oysters, cooked, NS as to cooking method	0	26315110.0
26315120	OYSTERS, BAKED OR BROILED (INCLUDE SAUTEED)	Oysters_baked_or_broiled	Oysters, baked or broiled	0	26315120.0
26315130	OYSTERS, STEAMED	Oysters_steamed	Oysters, steamed	0	26315130.0
26315140	OYSTERS, FLOURED OR BREADED, FRIED	Oysters_floured_or_breaded_fried	Oysters, floured or breaded, fried	0	26315140.0
26315150	OYSTERS, BATTERED, FRIED	Oysters_battered_fried	Oysters, battered, fried	0	26315150.0
26315180	OYSTERS, CANNED	Oysters_canned	Oysters, canned	0	26315180.0
26315190	OYSTERS, SMOKED	Oysters_smoked	Oysters, smoked	0	26315190.0
26317110	SCALLOPS, COOKED, NS AS TO COOKING METHOD	Scallops_cooked_NS_as_to_cooking_method	Scallops, cooked, NS as to cooking method	0	26317110.0
26317120	SCALLOPS, BAKED OR BROILED	Scallops_baked_or_broiled	Scallops, baked or broiled	0	26317120.0
26317130	SCALLOPS, STEAMED OR BOILED	Scallops_steamed_or_boiled	Scallops, steamed or boiled	0	26317130.0
26317140	SCALLOPS, FLOURED OR BREADED, FRIED	Scallops_floured_or_breaded_fried	Scallops, floured or breaded, fried	0	26317140.0
26317150	SCALLOPS, BATTERED, FRIED	Scallops_battered_fried	Scallops, battered, fried	0	26317150.0
26319110	SHRIMP, COOKED, NS AS TO COOKING METHOD	Shrimp_cooked_NS_as_to_cooking_method	Shrimp, cooked, NS as to cooking method	0	26319110.0
26319120	SHRIMP, BAKED OR BROILED (INCL SAUTEED; PRAWN)	Shrimp_baked_or_broiled	Shrimp, baked or broiled	0	26319120.0
26319130	SHRIMP, STEAMED OR BOILED	Shrimp_steamed_or_boiled	Shrimp, steamed or boiled	0	26319130.0
26319140	SHRIMP, BREADED OR BATTERED, FRIED	Shrimp_floured_breaded_or_battered_fried	Shrimp, floured, breaded, or battered, fried	0	26319140.0
26319170	SHRIMP, DRIED	Shrimp_dried	Shrimp, dried	0	26319170.0
26319180	SHRIMP, CANNED	Shrimp_canned	Shrimp, canned	0	26319180.0
26321110	SNAILS, COOKED, NS AS TO METHOD	Snails_cooked_NS_as_to_cooking_method	Snails, cooked, NS as to cooking method	0	26321110.0
27111000	BEEF W/ TOMATO-BASED SAUCE (MIXTURE)	Beef_with_tomato_based_sauce_mixture_	Beef with tomato-based sauce (mixture)	0	27111000.0
27111050	SPAGHETTI SAUCE W/ BEEF/MEAT, HOMEMADE-STYLE	Spaghetti_sauce_with_beef_or_meat_other_than_lamb_or_mutton_homemade_style	Spaghetti sauce with beef or meat other than lamb or mutton, homemade-style	0	27111050.0
27111100	BEEF GOULASH	Beef_goulash	Beef goulash	0	27111100.0
27111200	BEEF BURGUNDY (BEEF BOURGUIGNONNE)	Beef_burgundy_beef_bourguignonne_	Beef burgundy (beef bourguignonne)	0	27111200.0
27111300	MEXICAN BEEF STEW, NO POTATOES, TOMATO SAUCE	Mexican_style_beef_stew_no_potatoes_tomato_based_sauce_mixture_Carne_guisada_sin_papas_	Mexican style beef stew, no potatoes, tomato-based sauce (mixture) (Carne guisada sin papas)	0	27111300.0
27111310	MEXICAN BEEF STEW, NO POTATOES, W/ CHILI PEPPERS, TOMATO SCE	Mexican_style_beef_stew_no_potatoes_with_chili_peppers_tomato_based_sauce_mixture_Carne_guisada_con_chile_	Mexican style beef stew, no potatoes, with chili peppers, tomato-based sauce (mixture) (Carne guisada con chile)	0	27111310.0
27111400	CHILI CON CARNE, NS AS TO BEANS	Chili_con_carne_NS_as_to_beans	Chili con carne, NS as to beans	0	27111400.0
27111410	CHILI CON CARNE W/ BEANS	Chili_con_carne_with_beans	Chili con carne with beans	0	27111410.0
27111420	CHILI CON CARNE W/O BEANS	Chili_con_carne_without_beans	Chili con carne without beans	0	27111420.0
27111430	CHILI CON CARNE, NS AS TO BEANS, W/ CHEESE	Chili_con_carne_NS_as_to_beans_with_cheese	Chili con carne, NS as to beans, with cheese	0	27111430.0
27111440	CHILI CON CARNE W/ BEANS  CHEESE	Chili_con_carne_with_beans_and_cheese	Chili con carne with beans and cheese	0	27111440.0
27111500	BEEF SLOPPY JOE (NO BUN)	Beef_sloppy_joe_no_bun_	Beef sloppy joe (no bun)	0	27111500.0
27112000	BEEF W/ GRAVY (MIXTURE) (INCLUDE COUNTRY STYLE)	Beef_with_gravy_mixture_	Beef with gravy (mixture)	0	27112000.0
27112010	SALISBURY STEAK W/ GRAVY (MIXTURE)	Salisbury_steak_with_gravy_mixture_	Salisbury steak with gravy (mixture)	0	27112010.0
27113000	BEEF W/ CREAM OR WHITE SAUCE (MIXTURE)	Beef_with_cream_or_white_sauce_mixture_	Beef with cream or white sauce (mixture)	0	27113000.0
27113100	BEEF STROGANOFF	Beef_stroganoff	Beef stroganoff	0	27113100.0
27113200	CREAMED CHIPPED OR DRIED BEEF	Creamed_chipped_or_dried_beef	Creamed chipped or dried beef	0	27113200.0
27113300	SWEDISH MEATBALLS W/ CREAM OR WHITE SAUCE (MIXTURE)	Swedish_meatballs_with_cream_or_white_sauce_mixture_	Swedish meatballs with cream or white sauce (mixture)	0	27113300.0
27114000	BEEF W/ (MUSHROOM) SOUP (MIXTURE)	Beef_with_mushroom_soup_mixture_	Beef with (mushroom) soup (mixture)	0	27114000.0
27115000	BEEF W/ SOY-BASED SAUCE (MIXTURE)	Beef_with_soy_based_sauce_mixture_	Beef with soy-based sauce (mixture)	0	27115000.0
27115100	STEAK TERIYAKI W/ SAUCE (MIXTURE)	Steak_teriyaki_with_sauce_mixture_	Steak teriyaki with sauce (mixture)	0	27115100.0
27116100	BEEF CURRY	Beef_curry	Beef curry	0	27116100.0
27116200	BEEF W/ BARBECUE SAUCE (MIXTURE)	Beef_with_barbecue_sauce_mixture_	Beef with barbecue sauce (mixture)	0	27116200.0
27116300	BEEF W/ SWEET  SOUR SAUCE (MIXTURE)	Beef_with_sweet_and_sour_sauce_mixture_	Beef with sweet and sour sauce (mixture)	0	27116300.0
27116350	STEWED, SEASONED GROUND BEEF, MEXICAN	Stewed_seasoned_ground_beef_Mexican_style_Picadillo_de_carne_de_rez_	Stewed, seasoned, ground beef, Mexican style (Picadillo de carne de rez)	0	27116350.0
27116400	STEAK TARTARE (RAW GROUND BEEF  EGG)	Steak_tartare_raw_ground_beef_and_egg_	Steak tartare (raw ground beef and egg)	0	27116400.0
27118110	MEATBALLS, P. R. (ALBONDIGAS GUISADAS)	Meatballs_Puerto_Rican_style_Albondigas_guisadas_	Meatballs, Puerto Rican style (Albondigas guisadas)	0	27118110.0
27118120	STEWED,SEASONED GROUND BEEF,PUERTO RICAN STYLE	Stewed_seasoned_ground_beef_Puerto_Rican_style_Picadillo_guisado_picadillo_de_carne_	Stewed seasoned ground beef, Puerto Rican style (Picadillo guisado, picadillo de carne)	0	27118120.0
27118130	STEWED DRIED BEEF, P.R. (TASAJO GUISADO)	Stewed_dried_beef_Puerto_Rican_style_Tasajo_guisado_carne_cecina_guisada_	Stewed dried beef, Puerto Rican style (Tasajo guisado, carne cecina guisada)	0	27118130.0
27118140	STUFFED POT ROAST, P.R.,NFS(ASSUME GRAVY,STUFFING)	Stuffed_pot_roast_Puerto_Rican_style_NFS_assume_with_gravy_and_stuffing_	Stuffed pot roast, Puerto Rican style, NFS (assume with gravy and stuffing)	0	27118140.0
27118180	BEEF STEW, P.R., MEAT W/ GRAVY (POTATO SEPARATE)	Puerto_Rican_style_beef_stew_meat_with_gravy_potatoes_reported_separately_	Puerto Rican style beef stew, meat with gravy (potatoes reported separately)	0	27118180.0
27120020	HAM/PORK W/ GRAVY (MIXTURE)	Ham_or_pork_with_gravy_mixture_	Ham or pork with gravy (mixture)	0	27120020.0
27120030	HAM/PORK W/ BARBECUE SAUCE	Ham_or_pork_with_barbecue_sauce_mixture_	Ham or pork with barbecue sauce (mixture)	0	27120030.0
27120060	SWEET  SOUR PORK	Sweet_and_sour_pork	Sweet and sour pork	0	27120060.0
27120080	HAM STROGANOFF (INCL HAM W/ CREAM OR WHITE SAUCE)	Ham_stroganoff	Ham stroganoff	0	27120080.0
27120090	HAM/PORK W/ (MUSHROOM) SOUP-BASE SAUCE (MIXTURE)	Ham_or_pork_with_mushroom_soup_mixture_	Ham or pork with (mushroom) soup (mixture)	0	27120090.0
27120100	HAM/PORK W/ TOMATO-BASED SAUCE (MIXTURE)	Ham_or_pork_with_tomato_based_sauce_mixture_	Ham or pork with tomato-based sauce (mixture)	0	27120100.0
27120110	SAUSAGE W/ TOMATO-BASED SAUCE (MIXTURE)	Sausage_with_tomato_based_sauce_mixture_	Sausage with tomato-based sauce (mixture)	0	27120110.0
27120120	SAUSAGE GRAVY	Sausage_gravy	Sausage gravy	0	27120120.0
27120130	MEXICAN STYLE PORK STEW,NO POT,TOM-BASE SCE(MIXTUR	Mexican_style_pork_stew_no_potatoes_tomato_based_sauce_mixture_cerdo_guisado_sin_papas_	Mexican style pork stew, no potatoes, tomato-based sauce (mixture) (cerdo guisado sin papas)	0	27120130.0
27120150	PORK OR HAM W/ SOY-BASED SAUCE (MIXTURE)	Pork_or_ham_with_soy_based_sauce_mixture_	Pork or ham with soy-based sauce (mixture)	0	27120150.0
27120160	PORK CURRY	Pork_curry	Pork curry	0	27120160.0
27120210	FRANKFURTER /HOT DOG,W/CHILI,NO BUN (INCL CHILI DOG,NO BUN)	Frankfurter_or_hot_dog_with_chili_no_bun	Frankfurter or hot dog, with chili, no bun	0	27120210.0
27120250	FRANKFURTERS/HOT DOGS W/ TOM-BASED SCE (MIXTURE)	Frankfurters_or_hot_dogs_with_tomato_based_sauce_mixture_	Frankfurters or hot dogs with tomato-based sauce (mixture)	0	27120250.0
27121000	PORK W/ CHILE  TOM (MIXTURE) (PUERCO CON CHILE)	Pork_with_chili_and_tomatoes_mixture_Puerco_con_chile_	Pork with chili and tomatoes (mixture) (Puerco con chile)	0	27121000.0
27121010	STEWED PORK, P.R.	Stewed_pork_Puerto_Rican_style	Stewed pork, Puerto Rican style	0	27121010.0
27121410	CHILI CON CARNE W/ BEANS, MADE W/ PORK	Chili_con_carne_with_beans_made_with_pork	Chili con carne with beans, made with pork	0	27121410.0
27130010	LAMB W/ GRAVY (MIXTURE)	Lamb_or_mutton_with_gravy_mixture_	Lamb or mutton with gravy (mixture)	0	27130010.0
27130040	SPAGHETTI SAUCE W/ LAMB, HOMEMADE-STYLE	Spaghetti_sauce_with_lamb_or_mutton_homemade_style	Spaghetti sauce with lamb or mutton, homemade-style	0	27130040.0
27130050	LAMB GOULASH	Lamb_or_mutton_goulash	Lamb or mutton goulash	0	27130050.0
27130100	LAMB CURRY	Lamb_curry	Lamb curry	0	27130100.0
27133010	STEWED GOAT, P.R. (CABRITO EN FRICASE)	Stewed_goat_Puerto_Rican_style_Cabrito_en_fricase_chilindron_de_chivo_	Stewed goat, Puerto Rican style (Cabrito en fricase, chilindron de chivo)	0	27133010.0
27135010	VEAL W/ GRAVY (MIXTURE)	Veal_with_gravy_mixture_	Veal with gravy (mixture)	0	27135010.0
27135020	VEAL SCALLOPINI	Veal_scallopini	Veal scallopini	0	27135020.0
27135030	VEAL W/ CREAM SAUCE (INCLUDE VEAL PAPRIKASH)	Veal_with_cream_sauce_mixture_	Veal with cream sauce (mixture)	0	27135030.0
27135040	VEAL W/ BUTTER SAUCE	Veal_with_butter_sauce_mixture_	Veal with butter sauce (mixture)	0	27135040.0
27135050	VEAL MARSALA	Veal_Marsala	Veal Marsala	0	27135050.0
27135110	VEAL PARMIGIANA	Veal_parmigiana	Veal parmigiana	0	27135110.0
27135150	VEAL CORDON BLEU	Veal_cordon_bleu	Veal cordon bleu	0	27135150.0
27136050	VENISON/DEER W/ TOMATO-BASED SAUCE (MIXTURE)	Venison_deer_with_tomato_based_sauce_mixture_	Venison/deer with tomato-based sauce (mixture)	0	27136050.0
27136080	VENISON/DEER W/ GRAVY	Venison_deer_with_gravy_mixture_	Venison/deer with gravy (mixture)	0	27136080.0
27136100	CHILI CON CARNE W/ VENISON/DEER  BEANS	Chili_con_carne_with_venison_deer_and_beans	Chili con carne with venison/deer and beans	0	27136100.0
27141000	CHICKEN CACCIATORE (INCLUDE CHICKEN W/TOMATO SAUCE)	Chicken_or_turkey_cacciatore	Chicken or turkey cacciatore	0	27141000.0
27141030	SPAGHETTI SAUCE W/ POULTRY, HOMEMADE	Spaghetti_sauce_with_poultry_home_made_style	Spaghetti sauce with poultry, home-made style	0	27141030.0
27141050	STEWED CHICKEN W/ TOMATO SAUCE, MEXICAN STYLE	Stewed_chicken_with_tomato_based_sauce_Mexican_style_mixture_Pollo_guisado_con_tomate_	Stewed chicken with tomato-based sauce, Mexican style (mixture) (Pollo guisado con tomate)	0	27141050.0
27141500	CHILI CON CARNE W/ CHICKEN  BEANS	Chili_con_carne_with_chicken_or_turkey_and_beans	Chili con carne with chicken or turkey and beans	0	27141500.0
27142000	CHICKEN W/ GRAVY (MIXTURE)	Chicken_with_gravy_mixture_	Chicken with gravy (mixture)	0	27142000.0
27142100	CHICKEN FRICASSEE	Chicken_or_turkey_fricassee	Chicken or turkey fricassee	0	27142100.0
27142200	TURKEY W/ GRAVY (MIXTURE)	Turkey_with_gravy_mixture_	Turkey with gravy (mixture)	0	27142200.0
27143000	CHICKEN OR TURKEY W/ CREAM SAUCE (MIXTURE)	Chicken_or_turkey_with_cream_sauce_mixture_	Chicken or turkey with cream sauce (mixture)	0	27143000.0
27144000	CHICKEN W/ (MUSHROOM) SOUP-BASED SAUCE (MIXTURE)	Chicken_or_turkey_with_mushroom_soup_mixture_	Chicken or turkey with (mushroom) soup (mixture)	0	27144000.0
27145000	CHICKEN TERIYAKI	Chicken_or_turkey_teriyaki_chicken_or_turkey_with_soy_based_sauce_	Chicken or turkey teriyaki (chicken or turkey with soy-based sauce)	0	27145000.0
27146000	CHICKEN OR TURKEY W/ BBQ SAUCE, SKIN EATEN	Chicken_or_turkey_with_barbecue_sauce_skin_eaten	Chicken or turkey with barbecue sauce, skin eaten	0	27146000.0
27146010	CHICKEN OR TURKEY W/ BBQ SAUCE, SKIN NOT EATEN	Chicken_or_turkey_with_barbecue_sauce_skin_not_eaten	Chicken or turkey with barbecue sauce, skin not eaten	0	27146010.0
27146050	CHICKEN WING W/ HOT PEPPER SCE (INCL BUFFALO WING)	Chicken_wing_with_hot_pepper_sauce	Chicken wing with hot pepper sauce	0	27146050.0
27146100	SWEET  SOUR CHICKEN	Sweet_and_sour_chicken_or_turkey	Sweet and sour chicken or turkey	0	27146100.0
27146150	CHICKEN CURRY	Chicken_curry	Chicken curry	0	27146150.0
27146160	CHICKEN WITH MOLE SAUCE	Chicken_with_mole_sauce	Chicken with mole sauce	0	27146160.0
27146200	CHICKEN W/ CHEESE SAUCE (MIXTURE)	Chicken_or_turkey_with_cheese_sauce_mixture_	Chicken or turkey with cheese sauce (mixture)	0	27146200.0
27146250	CHICKEN CORDON BLEU	Chicken_or_turkey_cordon_bleu	Chicken or turkey cordon bleu	0	27146250.0
27146300	CHICKEN PARMIGIANA	Chicken_or_turkey_parmigiana	Chicken or turkey parmigiana	0	27146300.0
27146350	LEMON CHICKEN, CHINESE STYLE	Lemon_chicken_Chinese_style	Lemon chicken, Chinese style	0	27146350.0
27146400	CHICKEN KIEV	Chicken_kiev	Chicken kiev	0	27146400.0
27148010	STUFFED CHICKEN, DRUMSTICK OR BREAST, P.R.	Stuffed_chicken_drumstick_or_breast_Puerto_Rican_style_Muslo_de_pollo_o_pechuga_rellena_	Stuffed chicken, drumstick or breast, Puerto Rican style (Muslo de pollo o pechuga rellena)	0	27148010.0
27150010	FISH W/ CREAM OR WHITE SAUCE, NOT TUNA OR LOBSTER	Fish_with_cream_or_white_sauce_not_tuna_or_lobster_mixture_	Fish with cream or white sauce, not tuna or lobster (mixture)	0	27150010.0
27150020	CRAB, DEVILED	Crab_deviled	Crab, deviled	0	27150020.0
27150030	CRAB IMPERIAL (INCLUDE STUFFED CRAB)	Crab_imperial	Crab imperial	0	27150030.0
27150050	FISH TIMBALE OR MOUSSE	Fish_timbale_or_mousse	Fish timbale or mousse	0	27150050.0
27150060	LOBSTER NEWBURG (INCLUDE LOBSTER THERMIDOR)	Lobster_newburg	Lobster newburg	0	27150060.0
27150070	LOBSTER W/ BUTTER SAUCE (INCLUDE LOBSTER NORFOLK)	Lobster_with_butter_sauce_mixture_	Lobster with butter sauce (mixture)	0	27150070.0
