FoodCode	Main.food.description
11514130	Hot_chocolate__Cocoa_made_with_dry_mix_and_low_fat_milk_1
11514140	Hot_chocolate__Cocoa_made_with_dry_mix_and_fat_free_milk_skim
11514150	Hot_chocolate__Cocoa_made_with_dry_mix_and_nondairy_milk
11514310	Hot_chocolate__Cocoa_made_with_no_sugar_added_dry_mix_and_water
11514320	Hot_chocolate__Cocoa_made_with_no_sugar_added_dry_mix_and_whole_milk
11514330	Hot_chocolate__Cocoa_made_with_no_sugar_added_dry_mix_and_reduced_fat_milk_2
11514340	Hot_chocolate__Cocoa_made_with_no_sugar_added_dry_mix_and_low_fat_milk_1
11514350	Hot_chocolate__Cocoa_made_with_no_sugar_added_dry_mix_and_fat_free_milk_skim
11514360	Hot_chocolate__Cocoa_made_with_no_sugar_added_dry_mix_and_nondairy_milk
11519040	Strawberry_milk_NFS
11519050	Strawberry_milk_whole
11519105	Strawberry_milk_reduced_fat_2
11519200	Strawberry_milk_low_fat_1
11519205	Strawberry_milk_fat_free_skim
11519215	Strawberry_milk_nondairy
11525000	Milk_malted_natural_flavor_made_with_milk
11526000	Milk_malted_chocolate_made_with_milk
11531000	Eggnog_regular
11531500	Eggnog_lowfat__light
11541110	Milk_shake_home_recipe_chocolate
11541120	Milk_shake_home_recipe_flavors_other_than_chocolate
11541130	Milk_shake_home_recipe_chocolate_light
11541135	Milk_shake_home_recipe_flavors_other_than_chocolate_light
11541400	Milk_shake_with_malt
11542100	Milk_shake_fast_food_chocolate
11542200	Milk_shake_fast_food_flavors_other_than_chocolate
11543000	Milk_shake_bottled_chocolate
11543010	Milk_shake_bottled_flavors_other_than_chocolate
11551050	Licuado__Batido_milk_fruit_drink
11553100	Fruit_smoothie_NFS
11553110	Fruit_smoothie_with_whole_fruit_and_dairy
11553120	Fruit_smoothie_with_whole_fruit_and_dairy_added_protein
11553130	Fruit_smoothie_juice_drink_with_dairy
11560000	Yoohoo_chocolate_milk_drink
11710000	Infant_formula_NFS
11710050	Similac_Expert_Care_Alimentum_infant_formula_NS_as_to_form
11710051	Similac_Expert_Care_Alimentum_infant_formula_readytofeed
11710053	Similac_Expert_Care_Alimentum_infant_formula_prepared_from_powder_made_with_water_NFS
11710054	Similac_Expert_Care_Alimentum_infant_formula_prepared_from_powder_made_with_tap_water
11710055	Similac_Expert_Care_Alimentum_infant_formula_prepared_from_powder_made_with_plain_bottled_water
11710056	Similac_Expert_Care_Alimentum_infant_formula_prepared_from_powder_made_with_baby_water
11710350	Similac_Advance_infant_formula_NS_as_to_form
11710351	Similac_Advance_infant_formula_readytofeed
11710352	Similac_Advance_infant_formula_prepared_from_liquid_concentrate_made_with_water_NFS
11710353	Similac_Advance_infant_formula_prepared_from_powder_made_with_water_NFS
11710354	Similac_Advance_infant_formula_prepared_from_liquid_concentrate_made_with_tap_water
11710355	Similac_Advance_infant_formula_prepared_from_liquid_concentrate_made_with_plain_bottled_water
11710356	Similac_Advance_infant_formula_prepared_from_liquid_concentrate_made_with_baby_water
11710357	Similac_Advance_infant_formula_prepared_from_powder_made_with_tap_water
11710358	Similac_Advance_infant_formula_prepared_from_powder_made_with_plain_bottled_water
11710359	Similac_Advance_infant_formula_prepared_from_powder_made_with_baby_water
11710360	Similac_Advance_Organic_infant_formula_NS_as_to_form
11710361	Similac_Advance_Organic_infant_formula_readytofeed
11710363	Similac_Advance_Organic_infant_formula_prepared_from_powder_made_with_water_NFS
11710367	Similac_Advance_Organic_infant_formula_prepared_from_powder_made_with_tap_water
11710368	Similac_Advance_Organic_infant_formula_prepared_from_powder_made_with_plain_bottled_water
11710369	Similac_Advance_Organic_infant_formula_prepared_from_powder_made_with_baby_water
11710370	Similac_Sensitive_infant_formula_NS_as_to_form
11710371	Similac_Sensitive_infant_formula_readytofeed
11710372	Similac_Sensitive_infant_formula_prepared_from_liquid_concentrate_made_with_water_NFS
11710373	Similac_Sensitive_infant_formula_prepared_from_powder_made_with_water_NFS
11710374	Similac_Sensitive_infant_formula_prepared_from_liquid_concentrate_made_with_tap_water
11710375	Similac_Sensitive_infant_formula_prepared_from_liquid_concentrate_made_with_plain_bottled_water
11710376	Similac_Sensitive_infant_formula_prepared_from_liquid_concentrate_made_with_baby_water
11710377	Similac_Sensitive_infant_formula_prepared_from_powder_made_with_tap_water
11710378	Similac_Sensitive_infant_formula_prepared_from_powder_made_with_plain_bottled_water
11710379	Similac_Sensitive_infant_formula_prepared_from_powder_made_with_baby_water
11710380	Similac_Sensitive_for_SpitUp_infant_formula_NS_as_to_form
11710381	Similac_Sensitive_for_SpitUp_infant_formula_readytofeed
11710383	Similac_Sensitive_for_SpitUp_infant_formula_prepared_from_powder_made_with_water_NFS
11710387	Similac_Sensitive_for_SpitUp_infant_formula_prepared_from_powder_made_with_tap_water
11710388	Similac_Sensitive_for_SpitUp_infant_formula_prepared_from_powder_made_with_plain_bottled_water
11710389	Similac_Sensitive_for_SpitUp_infant_formula_prepared_from_powder_made_with_baby_water
11710470	Similac_Expert_Care_NeoSure_infant_formula_NS_as_to_form
11710471	Similac_Expert_Care_NeoSure_infant_formula_readytofeed
11710473	Similac_Expert_Care_NeoSure_infant_formula_prepared_from_powder_made_with_water_NFS
11710477	Similac_Expert_Care_NeoSure_infant_formula_prepared_from_powder_made_with_tap_water
11710478	Similac_Expert_Care_NeoSure_infant_formula_prepared_from_powder_made_with_plain_bottled_water
11710479	Similac_Expert_Care_NeoSure_infant_formula_prepared_from_powder_made_with_baby_water
11710480	Similac_Go_and_Grow_infant_formula_NS_as_to_form
11710481	Similac_Go_and_Grow_infant_formula_prepared_from_powder_made_with_water_NFS
11710482	Similac_Go_and_Grow_infant_formula_prepared_from_powder_made_with_tap_water
11710483	Similac_Go_and_Grow_infant_formula_prepared_from_powder_made_with_plain_bottled_water
11710484	Similac_Go_and_Grow_infant_formula_prepared_from_powder_made_with_baby_water
11710620	Enfamil_PREMIUM_Newborn_infant_formula_NS_as_to_form
11710621	Enfamil_PREMIUM_Newborn_infant_formula_readytofeed
11710626	Enfamil_PREMIUM_Newborn_infant_formula_prepared_from_powder_made_with_water_NFS
11710627	Enfamil_PREMIUM_Newborn_infant_formula_prepared_from_powder_made_with_tap_water
11710628	Enfamil_PREMIUM_Newborn_infant_formula_prepared_from_powder_made_with_plain_bottled_water
11710629	Enfamil_PREMIUM_Newborn_infant_formula_prepared_from_powder_made_with_baby_water
11710630	Enfamil_PREMIUM_Infant_infant_formula_NS_as_to_form
11710631	Enfamil_PREMIUM_Infant_infant_formula_readytofeed
11710632	Enfamil_PREMIUM_Infant_infant_formula_prepared_from_liquid_concentrate_made_with_water_NFS
11710633	Enfamil_PREMIUM_Infant_infant_formula_prepared_from_liquid_concentrate_made_with_tap_water
11710634	Enfamil_PREMIUM_Infant_infant_formula_prepared_from_liquid_concentrate_made_with_plain_bottled_water
11710635	Enfamil_PREMIUM_Infant_infant_formula_prepared_from_liquid_concentrate_made_with_baby_water
11710636	Enfamil_PREMIUM_Infant_infant_formula_prepared_from_powder_made_with_water_NFS
11710637	Enfamil_PREMIUM_Infant_infant_formula_prepared_from_powder_made_with_tap_water
11710638	Enfamil_PREMIUM_Infant_infant_formula_prepared_from_powder_made_with_plain_bottled_water
11710639	Enfamil_PREMIUM_Infant_infant_formula_prepared_from_powder_made_with_baby_water
11710640	Enfamil_PREMIUM_LIPIL_infant_formula_NS_as_to_form
11710642	Enfamil_PREMIUM_LIPIL_infant_formula_prepared_from_liquid_concentrate_made_with_water_NFS
11710643	Enfamil_PREMIUM_LIPIL_infant_formula_prepared_from_powder_made_with_water_NFS
11710644	Enfamil_PREMIUM_LIPIL_infant_formula_prepared_from_liquid_concentrate_made_with_tap_water
11710645	Enfamil_PREMIUM_LIPIL_infant_formula_prepared_from_liquid_concentrate_made_with_plain_bottled_water
11710646	Enfamil_PREMIUM_LIPIL_infant_formula_prepared_from_liquid_concentrate_made_with_baby_water
11710647	Enfamil_PREMIUM_LIPIL_infant_formula_prepared_from_powder_made_with_tap_water
11710648	Enfamil_PREMIUM_LIPIL_infant_formula_prepared_from_powder_made_with_plain_bottled_water
11710649	Enfamil_PREMIUM_LIPIL_infant_formula_prepared_from_powder_made_with_baby_water
11710650	Enfamil_LIPIL_infant_formula_NS_as_to_form
11710651	Enfamil_LIPIL_infant_formula_readytofeed
11710652	Enfamil_LIPIL_infant_formula_prepared_from_liquid_concentrate_made_with_water_NFS
11710653	Enfamil_LIPIL_infant_formula_prepared_from_powder_made_with_water_NFS
11710654	Enfamil_LIPIL_infant_formula_prepared_from_liquid_concentrate_made_with_tap_water
11710655	Enfamil_LIPIL_infant_formula_prepared_from_liquid_concentrate_made_with_plain_bottled_water
11710656	Enfamil_LIPIL_infant_formula_prepared_from_liquid_concentrate_made_with_baby_water
11710657	Enfamil_LIPIL_infant_formula_prepared_from_powder_made_with_tap_water
11710658	Enfamil_LIPIL_infant_formula_prepared_from_powder_made_with_plain_bottled_water
11710659	Enfamil_LIPIL_infant_formula_prepared_from_powder_made_with_baby_water
11710660	Enfamil_A.R._Lipil_infant_formula_NS_as_to_form
11710661	Enfamil_A.R._Lipil_infant_formula_readytofeed
11710663	Enfamil_A.R._LIPIL_infant_formula_prepared_from_powder_made_with_water_NFS
11710664	Enfamil_A.R._LIPIL_infant_formula_prepared_from_powder_made_with_tap_water
11710665	Enfamil_EnfaCare_LIPIL_infant_formula_NS_as_to_form
11710666	Enfamil_EnfaCare_LIPIL_infant_formula_readytofeed
11710667	Enfamil_EnfaCare_LIPIL_infant_formula_prepared_from_powder_made_with_water_NFS
11710668	Enfamil_A.R._LIPIL_infant_formula_prepared_from_powder_made_with_plain_bottled_water
11710669	Enfamil_A.R._LIPIL_infant_formula_prepared_from_powder_made_with_baby_water
11710670	Enfamil_Gentlease_LIPIL_infant_formula_NS_as_to_form
11710671	Enfamil_Gentlease_LIPIL_infant_formula_readytofeed
11710673	Enfamil_Gentlease_LIPIL_infant_formula_prepared_from_powder_made_with_water_NFS
11710674	Enfamil_EnfaCare_LIPIL_infant_formula_prepared_from_powder_made_with_tap_water
11710675	Enfamil_EnfaCare_LIPIL_infant_formula_prepared_from_powder_made_with_plain_bottled_water
11710676	Enfamil_EnfaCare_LIPIL_infant_formula_prepared_from_powder_made_with_baby_water
11710677	Enfamil_Gentlease_LIPIL_infant_formula_prepared_from_powder_made_with_tap_water
11710678	Enfamil_Gentlease_LIPIL_infant_formula_prepared_from_powder_made_with_plain_bottled_water
11710679	Enfamil_Gentlease_LIPIL_infant_formula_prepared_from_powder_made_with_baby_water
11710680	Enfamil_Enfagrow_PREMIUM_Next_Step_LIPIL_infant_formula_NS_as_to_form
11710681	Enfamil_Enfagrow_PREMIUM_Next_Step_LIPIL_infant_formula_readytofeed
11710683	Enfamil_Enfagrow_PREMIUM_Next_Step_LIPIL_infant_formula_prepared_from_powder_made_with_water_NFS
11710687	Enfamil_Enfagrow_PREMIUM_Next_Step_LIPIL_infant_formula_prepared_from_powder_made_with_tap_water
11710688	Enfamil_Enfagrow_PREMIUM_Next_Step_LIPIL_infant_formula_prepared_from_powder_made_with_plain_bottled_water
11710689	Enfamil_Enfagrow_PREMIUM_Next_Step_LIPIL_infant_formula_prepared_from_powder_made_with_baby_water
11710690	Enfamil_Gentlease_Next_Step_LIPIL_infant_formula_NS_as_to_form
11710693	Enfamil_Gentlease_Next_Step_LIPIL_infant_formula_prepared_from_powder_made_with_water_NFS
11710697	Enfamil_Gentlease_Next_Step_LIPIL_infant_formula_prepared_from_powder_made_with_tap_water
11710698	Enfamil_Gentlease_Next_Step_LIPIL_infant_formula_prepared_from_powder_made_with_plain_bottled_water
11710699	Enfamil_Gentlease_Next_Step_LIPIL_infant_formula_prepared_from_powder_made_with_baby_water
11710800	Pediasure_infant_formula_NS_as_to_form
11710801	Pediasure_infant_formula_readytofeed
11710805	Pediasure_Fiber_infant_formula_NS_as_to_form
11710806	Pediasure_Fiber_infant_formula_readytofeed
11710910	Gerber_Good_Start__Gentle_Plus_infant_formula_NS_as_to_form
11710911	Gerber_Good_Start_Gentle_Plus_infant_formula_readytofeed
11710912	Gerber_Good_Start_Gentle_Plus_infant_formula_prepared_from_liquid_concentrate_made_with_water_NFS
11710913	Gerber_Good_Start_Gentle_Plus_infant_formula_prepared_from_powder_made_with_water_NFS
11710914	Gerber_Good_Start_Gentle_Plus_infant_formula_prepared_from_liquid_concentrate_made_with_tap_water
11710915	Gerber_Good_Start_Gentle_Plus_infant_formula_prepared_from_liquid_concentrate_made_with_plain_bottled_water
11710916	Gerber_Good_Start_Gentle_Plus_infant_formula_prepared_from_liquid_concentrate_made_with_baby_water
11710917	Gerber_Good_Start_Gentle_Plus_infant_formula_prepared_from_powder_made_with_tap_water
11710918	Gerber_Good_Start_Gentle_Plus_infant_formula_prepared_from_powder_made_with_plain_bottled_water
11710919	Gerber_Good_Start_Gentle_Plus_infant_formula_prepared_from_powder_made_with_baby_water
11710920	Gerber_Good_Start_Protect_Plus_infant_formula_NS_as_to_form
11710923	Gerber_Good_Start_Protect_Plus_infant_formula_prepared_from_powder_made_with_water_NFS
11710927	Gerber_Good_Start_Protect_Plus_infant_formula_prepared_from_powder_made_with_tap_water
11710928	Gerber_Good_Start_Protect_Plus_infant_formula_prepared_from_powder_made_with_plain_bottled_water
11710929	Gerber_Good_Start_Protect_Plus_infant_formula_prepared_from_powder_made_with_baby_water
11710930	Gerber_Good_Start_2_Gentle_Plus_infant_formula_NS_as_to_form
11710933	Gerber_Good_Start_2_Gentle_Plus_infant_formula_prepared_from_powder_made_with_water_NFS
11710937	Gerber_Good_Start_2_Gentle_Plus_infant_formula_prepared_from_powder_made_with_tap_water
11710938	Gerber_Good_Start_2_Gentle_Plus_infant_formula_prepared_from_powder_made_with_plain_bottled_water
11710939	Gerber_Good_Start_2_Gentle_Plus_infant_formula_prepared_from_powder_made_with_baby_water
11710940	Gerber_Good_Start_2_Protect_Plus_infant_formula_NS_as_to_form
11710943	Gerber_Good_Start_2_Protect_Plus_infant_formula_prepared_from_powder_made_with_water_NFS
11710947	Gerber_Good_Start_2_Protect_Plus_infant_formula_prepared_from_powder_made_with_tap_water
11710948	Gerber_Good_Start_2_Protect_Plus_infant_formula_prepared_from_powder_made_with_plain_bottled_water
11710949	Gerber_Good_Start_2_Protect_Plus_infant_formula_prepared_from_powder_made_with_baby_water
11710960	Americas_Store_Brand_infant_formula_NS_as_to_form
11710961	Americas_Store_Brand_infant_formula_prepared_from_liquid_concentrate_made_with_water_NFS
11710962	Americas_Store_Brand_infant_formula_prepared_from_powder_made_with_water_NFS
11710963	Americas_Store_Brand_infant_formula_readytofeed
11710964	Americas_Store_Brand_infant_formula_prepared_from_liquid_concentrate_made_with_tap_water
11710965	Americas_Store_Brand_infant_formula_prepared_from_liquid_concentrate_made_with_plain_bottled_water
11710966	Americas_Store_Brand_infant_formula_prepared_from_liquid_concentrate_made_with_baby_water
11710967	Americas_Store_Brand_infant_formula_prepared_from_powder_made_with_tap_water
11710968	Americas_Store_Brand_infant_formula_prepared_from_powder_made_with_plain_bottled_water
11710969	Americas_Store_Brand_infant_formula_prepared_from_powder_made_with_baby_water
11720310	Enfamil_ProSobee_LIPIL_infant_formula_NS_as_to_form
11720311	Enfamil_ProSobee_Lipil_infant_formula_readytofeed
11720312	Enfamil_ProSobee_LIPIL_infant_formula_prepared_from_liquid_concentrate_made_with_water_NFS
11720313	Enfamil_ProSobee_LIPIL_infant_formula_prepared_from_powder_made_with_water_NFS
11720314	Enfamil_ProSobee_LIPIL_infant_formula_prepared_from_liquid_concentrate_made_with_tap_water
11720315	Enfamil_ProSobee_LIPIL_infant_formula_prepared_from_liquid_concentrate_made_with_plain_bottled_water
11720316	Enfamil_ProSobee_LIPIL_infant_formula_prepared_from_liquid_concentrate_made_with_baby_water
11720317	Enfamil_ProSobee_LIPIL_infant_formula_prepared_from_powder_made_with_tap_water
11720318	Enfamil_ProSobee_LIPIL_infant_formula_prepared_from_powder_made_with_plain_bottled_water
11720319	Enfamil_ProSobee_LIPIL_infant_formula_prepared_from_powder_made_with_baby_water
11720320	Enfamil_Enfagrow_Soy_Next_Step_LIPIL_infant_formula_NS_as_to_form
11720323	Enfamil_Enfagrow_Soy_Next_Step_LIPIL_infant_formula_prepared_from_powder_made_with_water_NFS
11720327	Enfamil_Enfagrow_Soy_Next_Step_LIPIL_infant_formula_prepared_from_powder_made_with_tap_water
11720328	Enfamil_Enfagrow_Soy_Next_Step_LIPIL_infant_formula_prepared_from_powder_made_with_plain_bottled_water
11720329	Enfamil_Enfagrow_Soy_Next_Step_LIPIL_infant_formula_prepared_from_powder_made_with_baby_water
11720410	Similac_Sensitive_Isomil_Soy_infant_formula_NS_as_to_form
11720411	Similac_Sensitive_Isomil_Soy_infant_formula_readytofeed
11720412	Similac_Sensitive_Isomil_Soy_infant_formula_prepared_from_liquid_concentrate_made_with_water_NFS
11720413	Similac_Sensitive_Isomil_Soy_infant_formula_prepared_from_powder_made_with_water_NFS
11720414	Similac_Sensitive_Isomil_Soy_infant_formula_prepared_from_liquid_concentrate_made_with_tap_water
11720415	Similac_Sensitive_Isomil_Soy_infant_formula_prepared_from_liquid_concentrate_made_with_plain_bottled_water
11720416	Similac_Sensitive_Isomil_Soy_infant_formula_prepared_from_liquid_concentrate_made_with_baby_water
11720417	Similac_Sensitive_Isomil_Soy_infant_formula_prepared_from_powder_made_with_tap_water
11720418	Similac_Sensitive_Isomil_Soy_infant_formula_prepared_from_powder_made_with_plain_bottled_water
11720419	Similac_Sensitive_Isomil_Soy_infant_formula_prepared_from_powder_made_with_baby_water
11720430	Similac_Expert_Care_for_Diarrhea_infant_formula_NS_as_to_form
11720431	Similac_Expert_Care_for_Diarrhea_infant_formula_readytofeed
11720440	Similac_Go_and_Grow_Soy_infant_formula_NS_as_to_form
11720443	Similac_Go_and_Grow_Soy_infant_formula_prepared_from_powder_made_with_water_NFS
11720447	Similac_Go_and_Grow_Soy_infant_formula_prepared_from_powder_made_with_tap_water
11720448	Similac_Go_and_Grow_Soy_infant_formula_prepared_from_powder_made_with_plain_bottled_water
11720449	Similac_Go_and_Grow_Soy_infant_formula_prepared_from_powder_made_with_baby_water
11720610	Gerber_Good_Start_Soy_Plus_infant_formula_NS_as_to_form
11720611	Gerber_Good_Start_Soy_Plus_infant_formula_readytofeed
11720612	Gerber_Good_Start_Soy_Plus_infant_formula_prepared_from_liquid_concentrate_made_with_water_NFS
11720613	Gerber_Good_Start_Soy_Plus_infant_formula_prepared_from_powder_made_with_water_NFS
