FoodCode	ModCode	Main.food.description	Old.Main.food.description	FoodID
26158030	0	Tilapia_floured_or_breaded_fried_in_shortening	Tilapia, floured or breaded, fried in shortening	26158030.0
26158030	101355	Tilapia_floured_or_breaded_fried_in_oil	Tilapia, floured or breaded, fried in oil	26158030.101355
26158031	0	Tilapia_floured_or_breaded_fried_in_butter	Tilapia, floured or breaded, fried in butter	26158031.0
26158034	0	Tilapia_floured_or_breaded_fried_with_nonstick_cooking_spray	Tilapia, floured or breaded, fried with nonstick cooking spray	26158034.0
26158050	0	Tilapia_steamed_or_poached	Tilapia, steamed or poached	26158050.0
26203160	0	Frog_legs_steamed	Frog legs, steamed	26203160.0
26205160	0	Octopus_steamed	Octopus, steamed	26205160.0
26205170	0	Octopus_dried	Octopus, dried	26205170.0
26205180	0	Octopus_dried_boiled	Octopus, dried, boiled	26205180.0
26205190	0	Octopus_smoked	Octopus, smoked	26205190.0
26207110	0	Roe_shad_cooked_with_margarine	Roe, shad, cooked with margarine	26207110.0
26209100	0	Roe_herring	Roe, herring	26209100.0
26211100	0	Roe_sturgeon	Roe, sturgeon	26211100.0
26213100	0	Squid_calimari_raw	Squid, (calimari), raw	26213100.0
26213120	0	Squid_calimari_baked_or_broiled_with_margarine	Squid, (calimari), baked or broiled, with margarine	26213120.0
26213120	202157	Squid_calimari_baked_or_broiled_with_oil	Squid, (calimari), baked or broiled, with oil	26213120.202157
26213121	0	Squid_calimari_baked_or_broiled_without_fat	Squid, (calimari), baked or broiled, without fat	26213121.0
26213130	0	Squid_calimari_breaded_baked_or_broiled_with_oil	Squid, (calimari), breaded, baked or broiled, with oil	26213130.0
26213131	0	Squid_calimari_breaded_baked_or_broiled_without_fat	Squid, (calimari), breaded, baked or broiled, without fat	26213131.0
26213140	0	Squid_calimari_breaded_fried_in_shortening	Squid, (calimari), breaded, fried in shortening	26213140.0
26213140	205480	Squid_calimari_breaded_fried_in_oil	Squid, (calimari), breaded, fried in oil	26213140.205480
26213160	0	Squid_calimari_steamed_or_boiled	Squid, (calimari), steamed or boiled	26213160.0
26213180	0	Squid_calimari_pickled	Squid, (calimari), pickled	26213180.0
26301160	0	Abalone_steamed_or_poached	Abalone, steamed or poached	26301160.0
26303100	0	Clams_raw	Clams, raw	26303100.0
26303109	0	Clams_raw_to_be_cooked	Clams, raw, to be cooked	26303109.0
26303120	0	Clams_baked_or_broiled_with_margarine	Clams, baked or broiled with margarine	26303120.0
26303121	0	Clams_baked_or_broiled_without_fat	Clams, baked or broiled, without fat	26303121.0
26303130	0	Clams_floured_or_breaded_baked_or_broiled_with_oil	Clams, floured or breaded, baked or broiled, with oil	26303130.0
26303131	0	Clams_floured_or_breaded_baked_or_broiled_without_fat	Clams, floured or breaded, baked or broiled, without fat	26303131.0
26303140	0	Clams_floured_or_breaded_fried_in_shortening	Clams, floured or breaded, fried in shortening	26303140.0
26303140	100977	Clams_floured_or_breaded_fried_in_oil	Clams, floured or breaded, fried in oil	26303140.100977
26303150	0	Clams_battered_fried_in_shortening	Clams, battered, fried in shortening	26303150.0
26303160	0	Clams_steamed_or_boiled	Clams, steamed or boiled	26303160.0
26303180	0	Clams_canned	Clams, canned	26303180.0
26303190	0	Clams_smoked_in_oil	Clams, smoked, in oil	26303190.0
26305120	0	Crab_baked_or_broiled_with_margarine	Crab, baked or broiled, with margarine	26305120.0
26305121	0	Crab_baked_or_broiled_without_fat	Crab, baked or broiled, without fat	26305121.0
26305128	0	Crab_raw_blue	Crab, raw, blue	26305128.0
26305129	0	Crab_raw_Alaska_king	Crab, raw, Alaska king	26305129.0
26305131	0	Crab_floured_or_breaded_baked_or_broiled_without_fat	Crab, floured or breaded, baked or broiled, without fat	26305131.0
26305160	0	Crab_hard_shell_steamed	Crab, hard shell, steamed	26305160.0
26305180	0	Crab_canned	Crab, canned	26305180.0
26307140	0	Crab_soft_shell_floured_or_breaded_fried_in_shortening	Crab, soft shell, floured or breaded, fried in shortening	26307140.0
26309140	0	Crayfish_floured_or_breaded_fried_in_shortening	Crayfish, floured or breaded, fried in shortening	26309140.0
26309160	0	Crayfish_boiled_or_steamed	Crayfish, boiled or steamed	26309160.0
26311120	0	Lobster_baked_broiled_or_grilled_with_butter	Lobster, baked, broiled, or grilled, with butter	26311120.0
26311120	205553	Lobster_baked_broiled_or_grilled_without_fat	Lobster, baked, broiled, or grilled, without fat	26311120.205553
26311120	206139	Lobster_baked_broiled_or_grilled_with_margarine	Lobster, baked, broiled, or grilled, with margarine	26311120.206139
26311129	0	Lobster_raw	Lobster, raw	26311129.0
26311140	0	Lobster_floured_or_breaded_fried	Lobster, floured or breaded, fried	26311140.0
26311160	0	Lobster_steamed_or_boiled	Lobster, steamed or boiled	26311160.0
26311170	0	Lobster_floured_or_breaded_baked_or_broiled_with_oil	Lobster, floured or breaded, baked or broiled, with oil	26311170.0
26311171	0	Lobster_floured_or_breaded_baked_or_broiled_without_fat	Lobster, floured or breaded, baked or broiled, without fat	26311171.0
26311180	0	Lobster_canned	Lobster, canned	26311180.0
26313100	0	Mussels_raw	Mussels, raw	26313100.0
26313160	0	Mussels_steamed_or_poached	Mussels, steamed or poached	26313160.0
26315100	0	Oysters_raw	Oysters, raw	26315100.0
26315109	0	Oysters_raw_to_be_cooked	Oysters, raw, to be cooked	26315109.0
26315120	0	Oysters_baked_or_broiled_with_margarine	Oysters, baked or broiled, with margarine	26315120.0
26315120	206555	Oysters_baked_or_broiled_with_butter	Oysters, baked or broiled, with butter	26315120.206555
26315120	206569	Oysters_baked_or_broiled_without_fat	Oysters, baked or broiled, without fat	26315120.206569
26315120	206849	Oysters_baked_or_broiled_with_vegetable_oil	Oysters, baked or broiled, with vegetable oil	26315120.206849
26315130	0	Oysters_steamed	Oysters, steamed	26315130.0
26315140	0	Oysters_floured_or_breaded_fried_in_shortening	Oysters, floured or breaded, fried in shortening	26315140.0
26315140	205934	Oysters_floured_or_breaded_fried_in_oil	Oysters, floured or breaded, fried in oil	26315140.205934
26315150	0	Oysters_battered_fried_in_shortening	Oysters, battered, fried in shortening	26315150.0
26315150	206103	Oysters_battered_fried_in_oil	Oysters, battered, fried in oil	26315150.206103
26315161	0	Oysters_floured_or_breaded_baked_or_broiled_without_fat	Oysters, floured or breaded, baked or broiled, without fat	26315161.0
26315180	0	Oysters_canned	Oysters, canned	26315180.0
26315190	0	Oysters_smoked	Oysters, smoked	26315190.0
26317120	0	Scallops_baked_broiled_or_grilled_with_margarine	Scallops, baked, broiled, or grilled, with margarine	26317120.0
26317120	200497	Scallops_baked_broiled_or_grilled_with_oil	Scallops, baked, broiled, or grilled, with oil	26317120.200497
26317120	200876	Scallops_baked_broiled_or_grilled_with_butter	Scallops, baked, broiled, or grilled, with butter	26317120.200876
26317120	202359	Scallops_baked_broiled_or_grilled_without_fat	Scallops, baked, broiled, or grilled, without fat	26317120.202359
26317129	0	Scallops_raw	Scallops, raw	26317129.0
26317140	0	Scallops_floured_or_breaded_fried_in_shortening	Scallops, floured or breaded, fried in shortening	26317140.0
26317140	205632	Scallops_floured_or_breaded_fried_in_oil	Scallops, floured or breaded, fried in oil	26317140.205632
26317150	0	Scallops_battered_fried_in_shortening	Scallops, battered, fried in shortening	26317150.0
26317150	205626	Scallops_battered_fried_in_oil	Scallops, battered, fried in oil	26317150.205626
26317160	0	Scallops_floured_or_breaded_baked_or_broiled_with_oil	Scallops, floured or breaded, baked or broiled, with oil	26317160.0
26317161	0	Scallops_floured_or_breaded_baked_or_broiled_without_fat	Scallops, floured or breaded, baked or broiled, without fat	26317161.0
26319120	0	Shrimp_baked_broiled_or_grilled_with_margarine	Shrimp, baked, broiled, or grilled, with margarine	26319120.0
26319120	200498	Shrimp_baked_broiled_or_grilled_with_vegetable_oil	Shrimp, baked, broiled, or grilled, with vegetable oil	26319120.200498
26319120	200875	Shrimp_baked_broiled_or_grilled_with_butter	Shrimp, baked, broiled, or grilled, with butter	26319120.200875
26319120	202863	Shrimp_baked_broiled_or_grilled_without_fat	Shrimp, baked, broiled, or grilled, without fat	26319120.202863
26319124	0	Shrimp_baked_or_broiled_with_nonstick_spray	Shrimp, baked or broiled, with nonstick spray	26319124.0
26319129	0	Shrimp_raw	Shrimp, raw	26319129.0
26319130	0	Shrimp_steamed_or_boiled	Shrimp, steamed or boiled	26319130.0
26319140	0	Shrimp_tempura	Shrimp, tempura	26319140.0
26319140	201330	Shrimp_floured_breaded_or_battered_fried_in_oil	Shrimp, floured, breaded, or battered, fried in oil	26319140.201330
26319140	205530	Shrimp_floured_breaded_or_battered_fried_in_margarine	Shrimp, floured, breaded, or battered, fried in margarine	26319140.205530
26319140	206736	Shrimp_floured_breaded_or_battered_fried_in_butter	Shrimp, floured, breaded, or battered, fried in butter	26319140.206736
26319144	0	Shrimp_floured_breaded_or_battered_fried_with_cooking_spray	Shrimp, floured, breaded, or battered, fried with cooking spray	26319144.0
26319145	0	Shrimp_floured_breaded_or_battered_fried_fast_food_restaurant	Shrimp, floured, breaded, or battered, fried, fast food/restaurant	26319145.0
26319160	0	Shrimp_floured_breaded_or_battered_baked_or_broiled_with_oil	Shrimp, floured, breaded, or battered, baked or broiled, with oil	26319160.0
26319161	0	Shrimp_floured_breaded_or_battered_baked_or_broiled_with_butter	Shrimp, floured, breaded, or battered, baked or broiled, with butter	26319161.0
26319162	0	Shrimp_floured_breaded_or_battered_baked_or_broiled_with_margarine	Shrimp, floured, breaded, or battered, baked or broiled, with margarine	26319162.0
26319163	0	Shrimp_floured_breaded_or_battered_baked_or_broiled_without_fat	Shrimp, floured, breaded, or battered, baked or broiled, without fat	26319163.0
26319164	0	Shrimp_floured_breaded_or_battered_baked_or_broiled_with_nonstick_spray	Shrimp, floured, breaded, or battered, baked or broiled, with nonstick spray	26319164.0
26319170	0	Shrimp_dried	Shrimp, dried	26319170.0
26319180	0	Shrimp_canned	Shrimp, canned	26319180.0
26321110	0	Snails_cooked_with_butter	Snails, cooked with butter	26321110.0
26321110	206534	Snails_cooked_with_vegetable_oil	Snails, cooked with vegetable oil	26321110.206534
27111000	0	Beef_with_tomato_sauce	Beef with tomato sauce	27111000.0
27111050	0	Spaghetti_sauce_with_ground_beef_homemade_style	Spaghetti sauce with ground beef, homemade-style	27111050.0
27111100	0	Beef_goulash	Beef goulash	27111100.0
27111200	0	Beef_burgundy_beef_bourguignon_	Beef burgundy (beef bourguignon)	27111200.0
27111300	0	Mexican_style_beef_stew_with_tomato_sauce_no_potatoes	Mexican style beef stew with tomato sauce, no potatoes	27111300.0
27111310	0	Mexican_style_beef_stew_with_tomato_sauce_and_chili_peppers_no_potatoes	Mexican style beef stew with tomato sauce and chili peppers, no potatoes	27111310.0
27111410	0	Chili_con_carne_with_beans	Chili con carne with beans	27111410.0
27111420	0	Chili_with_beef	Chili, with beef	27111420.0
27111440	0	Chili_con_carne_with_beans_and_cheese	Chili con carne with beans and cheese	27111440.0
27111500	0	Beef_sloppy_joe_no_bun_	Beef sloppy joe (no bun)	27111500.0
27112000	0	Beef_with_gravy	Beef with gravy	27112000.0
27112010	0	Salisbury_steak_with_gravy	Salisbury steak with gravy	27112010.0
27113000	0	Beef_with_cream_or_white_sauce	Beef with cream or white sauce	27113000.0
27113100	0	Beef_stroganoff	Beef stroganoff	27113100.0
27113200	0	Creamed_chipped_beef	Creamed chipped beef	27113200.0
27113300	0	Swedish_meatballs_with_cream_sauce	Swedish meatballs with cream sauce	27113300.0
27115000	0	Beef_with_soy_based_sauce	Beef with soy-based sauce	27115000.0
27115100	0	Steak_teriyaki	Steak teriyaki	27115100.0
27116100	0	Beef_curry	Beef curry	27116100.0
27116200	0	Beef_with_barbecue_sauce	Beef with barbecue sauce	27116200.0
27116350	0	Stewed_seasoned_ground_beef_Mexican_style	Stewed seasoned, ground beef, Mexican style	27116350.0
27118110	0	Meatballs_Puerto_Rican_style	Meatballs, Puerto Rican style	27118110.0
27118120	0	Stewed_seasoned_ground_beef_Puerto_Rican_style	Stewed seasoned ground beef, Puerto Rican style	27118120.0
27118180	0	Puerto_Rican_style_beef_stew_without_potatoes	Puerto Rican style beef stew without potatoes	27118180.0
27120020	0	Ham_or_pork_with_gravy	Ham or pork with gravy	27120020.0
27120030	0	Ham_or_pork_with_barbecue_sauce	Ham or pork with barbecue sauce	27120030.0
27120060	0	Sweet_and_sour_pork	Sweet and sour pork	27120060.0
27120080	0	Ham_stroganoff	Ham stroganoff	27120080.0
27120110	0	Pork_sausage_with_tomato_sauce	Pork sausage with tomato sauce	27120110.0
27120120	0	Sausage_gravy	Sausage gravy	27120120.0
27120120	207133	Sausage_gravy_made_with_meat_drippings	Sausage gravy, made with meat drippings	27120120.207133
27120130	0	Mexican_style_pork_stew_with_tomato_sauce_no_potatoes	Mexican style pork stew with tomato sauce, no potatoes	27120130.0
27120160	0	Pork_curry	Pork curry	27120160.0
27120210	0	Hot_dog_with_chili_no_bun	Hot dog, with chili, no bun	27120210.0
27121410	0	Chili_with_pork_and_beans	Chili, with pork and beans	27121410.0
27130100	0	Lamb_curry	Lamb curry	27130100.0
27135010	0	Veal_with_gravy	Veal with gravy	27135010.0
27135020	0	Veal_scallopini_veal_in_wine_sauce_with_cheese_	Veal scallopini (veal in wine sauce with cheese)	27135020.0
27135030	0	Veal_paprikash_veal_with_cream_sauce_	Veal paprikash (veal with cream sauce)	27135030.0
27135040	0	Veal_picatta_veal_with_butter_sauce_	Veal picatta (veal with butter sauce)	27135040.0
27135050	0	Veal_Marsala_veal_with_wine_sauce_	Veal Marsala (veal with wine sauce)	27135050.0
27135110	0	Veal_parmigiana_breaded_veal_in_tomato_sauce_and_cheese_	Veal parmigiana (breaded veal in tomato sauce and cheese)	27135110.0
27135150	0	Veal_cordon_bleu	Veal cordon bleu	27135150.0
27136050	0	Venison_deer_with_tomato_based_sauce	Venison, (deer), with tomato-based sauce	27136050.0
27136080	0	Venison_deer_with_gravy	Venison, (deer), with gravy	27136080.0
27136100	0	Chili_with_venison_and_beans	Chili, with venison and beans	27136100.0
27141000	0	Chicken_or_turkey_cacciatore	Chicken or turkey cacciatore	27141000.0
27141030	0	Spaghetti_sauce_with_poultry_home_made_style	Spaghetti sauce with poultry, home-made style	27141030.0
27141050	0	Mexican_style_stewed_chicken_with_tomato_sauce	Mexican style stewed chicken with tomato sauce	27141050.0
27141500	0	Chili_con_carne_with_chicken_or_turkey_and_beans	Chili con carne with chicken or turkey and beans	27141500.0
27142100	0	Chicken_fricassee	Chicken fricassee	27142100.0
27143000	0	Chicken_or_turkey_with_cream_sauce_made_with_margarine	Chicken or turkey with cream sauce, made with margarine	27143000.0
27143000	204791	Chicken_or_turkey_with_cream_sauce_made_with_butter	Chicken or turkey with cream sauce, made with butter	27143000.204791
27143000	206938	Chicken_or_turkey_with_cream_sauce_made_with_oil	Chicken or turkey with cream sauce, made with oil	27143000.206938
27143000	207147	Chicken_or_turkey_with_cream_sauce_made_without_fat	Chicken or turkey with cream sauce, made without fat	27143000.207147
27144000	0	Chicken_or_turkey_with_mushroom_soup_sauce	Chicken or turkey with mushroom soup sauce	27144000.0
27145000	0	Chicken_or_turkey_teriyaki	Chicken or turkey teriyaki	27145000.0
27146000	0	Chicken_or_turkey_with_barbecue_sauce_skin_eaten	Chicken or turkey with barbecue sauce, skin eaten	27146000.0
27146010	0	Chicken_or_turkey_with_barbecue_sauce_skin_not_eaten	Chicken or turkey with barbecue sauce, skin not eaten	27146010.0
27146050	0	Chicken_wings_with_hot_pepper_sauce_Buffalo_chicken_wings_	Chicken wings with hot pepper sauce (Buffalo chicken wings)	27146050.0
27146100	0	Sweet_and_sour_chicken_with_vegetables	Sweet and sour chicken, with vegetables	27146100.0
27146110	0	Sweet_and_sour_chicken_without_vegetables	Sweet and sour chicken, without vegetables	27146110.0
27146150	0	Chicken_curry	Chicken curry	27146150.0
27146160	0	Chicken_with_mole_sauce	Chicken with mole sauce	27146160.0
27146200	0	Chicken_or_turkey_with_cheese_sauce	Chicken or turkey with cheese sauce	27146200.0
27146250	0	Chicken_or_turkey_cordon_bleu	Chicken or turkey cordon bleu	27146250.0
27146300	0	Chicken_or_turkey_parmigiana	Chicken or turkey parmigiana	27146300.0
27146350	0	Lemon_chicken_Chinese_style	Lemon chicken, Chinese style	27146350.0
27146360	0	Sesame_chicken	Sesame chicken	27146360.0
27146400	0	Chicken_kiev	Chicken kiev	27146400.0
27150020	0	Deviled_crab	Deviled crab	27150020.0
27150030	0	Crab_imperial	Crab imperial	27150030.0
27150050	0	Fish_timbale_or_mousse	Fish timbale or mousse	27150050.0
27150060	0	Lobster_newburg	Lobster newburg	27150060.0
27150100	0	Shrimp_curry	Shrimp curry	27150100.0
27150110	0	Shrimp_cocktail	Shrimp cocktail	27150110.0
27150130	0	Seafood_newburg_mixed_seafood_in_cream_sauce_	Seafood newburg (mixed seafood in cream sauce)	27150130.0
27150140	0	White_clam_sauce_made_with_olive_oil	White clam sauce, made with olive oil	27150140.0
27150140	100425	White_clam_sauce_made_with_butter	White clam sauce, made with butter	27150140.100425
27150160	0	Shrimp_with_lobster_sauce	Shrimp with lobster sauce	27150160.0
27150170	0	Sweet_and_sour_shrimp	Sweet and sour shrimp	27150170.0
27150200	0	Oyster_cream_sauce	Oyster cream sauce	27150200.0
27150210	0	Fish_sauce	Fish sauce	27150210.0
27150230	0	Shrimp_scampi_made_with_butter	Shrimp scampi, made with butter	27150230.0
27150230	205680	Shrimp_scampi_made_with_margarine	Shrimp scampi, made with margarine	27150230.205680
27150230	206227	Shrimp_scampi_made_with_vegetable_oil	Shrimp scampi, made with vegetable oil	27150230.206227
27150310	0	Sauteed_fish_with_tomatoes	Sauteed fish with tomatoes	27150310.0
27150320	0	Fish_curry	Fish curry	27150320.0
27150330	0	Mussels_in_tomato_sauce	Mussels in tomato sauce	27150330.0
27150410	0	Shrimp_teriyaki	Shrimp teriyaki	27150410.0
27151030	0	Marinated_fish_Ceviche_	Marinated fish (Ceviche)	27151030.0
27162060	0	Spaghetti_sauce_with_meat_and_vegetables_homemade_style	Spaghetti sauce, with meat and vegetables, homemade-style	27162060.0
27211100	0	Beef_stew_with_tomato_based_sauce_and_potatoes	Beef stew with tomato-based sauce and potatoes	27211100.0
27211110	0	Mexican_style_beef_stew_with_tomato_based_sauce_and_potatoes	Mexican style beef stew with tomato-based sauce and potatoes	27211110.0
27211150	0	Beef_goulash_with_potatoes	Beef goulash, with potatoes	27211150.0
27211200	0	Beef_stew_with_potatoes_and_gravy	Beef stew with potatoes and gravy	27211200.0
27211300	0	Roast_beef_hash	Roast beef hash	27211300.0
27211400	0	Corned_beef_hash	Corned beef hash	27211400.0
27212050	0	Beef_and_macaroni_with_cheese_sauce_Hamburger_Helper_	Beef and macaroni with cheese sauce (Hamburger Helper)	27212050.0
27212100	0	Beef_and_noodles_with_tomato_based_sauce_Hamburger_Helper_	Beef and noodles with tomato-based sauce (Hamburger Helper)	27212100.0
27212120	0	Chili_with_beef_beans_and_macaroni	Chili, with beef, beans and macaroni	27212120.0
27212150	0	Beef_goulash_with_noodles	Beef goulash, with noodles	27212150.0
27212350	0	Beef_stroganoff_with_noodles_Hamburger_Helper_	Beef stroganoff, with noodles (Hamburger Helper)	27212350.0
27213010	0	Lamb_biryani	Lamb biryani	27213010.0
27213150	0	Chili_con_carne_with_beans_and_rice	Chili con carne, with beans and rice	27213150.0
27213500	0	Beef_and_rice_with_soy_based_sauce_Hamburger_Helper_	Beef and rice with soy-based sauce (Hamburger Helper)	27213500.0
27213600	0	Beef_and_rice_with_cheese_sauce_Hamburger_Helper_Cheesy_Enchilada_	Beef and rice with cheese sauce (Hamburger Helper Cheesy Enchilada)	27213600.0
27214100	0	Meatballs_beef	Meatballs, beef	27214100.0
27214110	0	Meat_balls_beef_with_tomato_based_sauce	Meat balls, beef, with tomato-based sauce	27214110.0
27214300	0	Beef_wellington	Beef wellington	27214300.0
27214500	0	Corned_beef_patty	Corned beef patty	27214500.0
27214600	0	Creamed_chipped_beef_on_toast	Creamed chipped beef on toast	27214600.0
27220010	0	Meat_loaf_made_with_ham_ham_loaf_	Meat loaf made with ham (ham loaf)	27220010.0
27220050	0	Stuffed_pork	Stuffed pork	27220050.0
27220080	0	Ham_croquette	Ham croquette	27220080.0
27235000	0	Meat_loaf_made_with_venison	Meat loaf, made with venison	27235000.0
27241000	0	Chicken_or_turkey_hash	Chicken or turkey hash	27241000.0
27242300	0	Chicken_or_turkey_casserole_with_noodles_and_white_sauce	Chicken or turkey casserole, with noodles and white sauce	27242300.0
27242310	0	Chicken_or_turkey_casserole_with_noodles_and_cheese_sauce	Chicken or turkey casserole, with noodles and cheese sauce	27242310.0
27242350	0	Chicken_or_turkey_tetrazzini	Chicken or turkey tetrazzini	27242350.0
27242400	0	Chicken_or_turkey_casserole_with_noodles_and_tomato_based_sauce	Chicken or turkey casserole, with noodles and tomato-based sauce	27242400.0
27243100	0	Chicken_biryani	Chicken biryani	27243100.0
27243300	0	Chicken_or_turkey_casserole_with_rice_and_white_sauce_Chicken_Helper_	Chicken or turkey casserole, with rice and white sauce (Chicken Helper)	27243300.0
27243500	0	Chicken_or_turkey_casserole_with_rice_and_tomato_based_sauce	Chicken or turkey casserole, with rice and tomato-based sauce	27243500.0
27243600	0	Chicken_or_turkey_casserole_with_rice_and_soy_based_sauce_Chicken_Helper_Chicken_Teriyaki_	Chicken or turkey casserole, with rice and soy-based sauce (Chicken Helper Chicken Teriyaki)	27243600.0
27246100	0	Chicken_or_turkey_with_dumplings	Chicken or turkey with dumplings	27246100.0
27246200	0	Chicken_or_turkey_with_stuffing	Chicken or turkey with stuffing	27246200.0
27246300	0	Chicken_or_turkey_croquette	Chicken or turkey croquette	27246300.0
27246500	0	Meat_loaf_made_with_chicken_or_turkey	Meat loaf, made with chicken or turkey	27246500.0
27246505	0	Meat_loaf_made_with_chicken_or_turkey_with_tomato_based_sauce	Meat loaf, made with chicken or turkey, with tomato-based sauce	27246505.0
27250020	0	Stuffed_clams	Stuffed clams	27250020.0
27250030	0	Codfish_ball_or_cake	Codfish ball or cake	27250030.0
27250040	0	Crab_cake_sauteed_in_butter	Crab cake, sauteed in butter	27250040.0
27250040	204665	Crab_cake_cooked_without_added_fat	Crab cake, cooked without added fat	27250040.204665
27250040	205237	Crab_cake_sauteed_in_oil	Crab cake, sauteed in oil	27250040.205237
27250060	0	Gefilte_fish	Gefilte fish	27250060.0
27250070	0	Salmon_cake_patty_or_croquette_fried_in_shortening	Salmon cake, patty or croquette, fried in shortening	27250070.0
27250070	100813	Salmon_cake_patty_or_croquette_fried_in_oil	Salmon cake, patty or croquette, fried in oil	27250070.100813
27250130	0	Shrimp_noodle_casserole_with_cheese_sauce	Shrimp noodle casserole, with cheese sauce	27250130.0
27250160	0	Tuna_cakes	Tuna cakes	27250160.0
27250220	0	Oyster_fritter	Oyster fritter	27250220.0
27250250	0	Flounder_with_crab_stuffing	Flounder with crab stuffing	27250250.0
27250260	0	Lobster_with_bread_stuffing_baked	Lobster with bread stuffing, baked	27250260.0
27250270	0	Clams_Casino	Clams Casino	27250270.0
27250400	0	Shrimp_cakes	Shrimp cakes	27250400.0
27250410	0	Shrimp_with_crab_stuffing	Shrimp with crab stuffing	27250410.0
27250450	0	Shrimp_toast_fried	Shrimp toast, fried	27250450.0
27250520	0	Seafood_restructured_imitation_crab_meat_	Seafood restructured (imitation crab meat)	27250520.0
27250610	0	Tuna_noodle_casserole_with_cream_or_white_sauce_no_vegetables	Tuna noodle casserole, with cream or white sauce, no vegetables	27250610.0
27250630	0	Tuna_noodle_casserole_made_with_mushroom_soup_no_vegetables	Tuna noodle casserole, made with mushroom soup, no vegetables	27250630.0
27250710	0	Tuna_rice_casserole_made_with_mushroom_soup_no_vegetables	Tuna rice casserole, made with mushroom soup, no vegetables	27250710.0
27260080	0	Meat_loaf_made_with_beef_and_pork	Meat loaf, made with beef and pork	27260080.0
27260090	0	Meat_loaf_made_with_beef_veal_and_pork	Meat loaf, made with beef, veal and pork	27260090.0
27260100	0	Meat_loaf_made_with_beef_and_pork_with_tomato_based_sauce	Meat loaf, made with beef and pork, with tomato-based sauce	27260100.0
27311310	0	Beef_stew_in_tomato_based_sauce_with_potatoes_and_carrots_Dinty_Moore_	Beef stew, in tomato-based sauce, with potatoes and carrots (Dinty Moore)	27311310.0
27311320	0	Beef_stew_in_tomato_based_sauce_with_potatoes_no_carrots	Beef stew, in tomato-based sauce, with potatoes, no carrots	27311320.0
27311410	0	Beef_stew_in_gravy_with_potatoes_and_carrots	Beef stew, in gravy, with potatoes and carrots	27311410.0
27311420	0	Beef_stew_in_gravy_with_potatoes_no_carrots	Beef stew, in gravy, with potatoes, no carrots	27311420.0
27311510	0	Shepherd_s_pie_made_with_beef	Shepherd's pie, made with beef	27311510.0
27313110	0	Beef_chow_mein_chop_suey_with_chow_mein_noodles	Beef chow mein (chop suey), with chow mein noodles	27313110.0
27315250	0	Stuffed_cabbage_rolls_with_beef_and_rice	Stuffed cabbage rolls, with beef and rice	27315250.0
27315270	0	Stuffed_grape_leaves_with_beef_and_rice	Stuffed grape leaves, with beef and rice	27315270.0
27317010	0	Beef_pot_pie	Beef pot pie	27317010.0
27320310	0	Pork_chow_mein_chop_suey_with_chow_mein_noodles	Pork chow mein (chop suey), with chow mein noodles	27320310.0
27320500	0	Sweet_and_sour_pork_with_rice	Sweet and sour pork, with rice	27320500.0
27330010	0	Shepherd_s_pie_made_with_lamb	Shepherd's pie, made with lamb	27330010.0
27330030	0	Lamb_stew_in_gravy_with_potatoes_and_carrots	Lamb stew, in gravy, with potatoes and carrots	27330030.0
27330110	0	Lamb_stew_in_gravy_with_potatoes_no_carrots	Lamb stew, in gravy, with potatoes, no carrots	27330110.0
27330170	0	Stuffed_grape_leaves_with_lamb_and_rice	Stuffed grape leaves, with lamb and rice	27330170.0
27330210	0	Lamb_stew_in_tomato_based_sauce_with_potatoes_and_carrots	Lamb stew, in tomato-based sauce, with potatoes and carrots	27330210.0
27330220	0	Lamb_stew_in_tomato_based_sauce_with_potatoes_no_carrots	Lamb stew, in tomato-based sauce, with potatoes, no carrots	27330220.0
27335100	0	Rabbit_stew_with_potatoes_and_vegetables	Rabbit stew, with potatoes and vegetables	27335100.0
27336100	0	Venison_deer_stew_in_tomato_based_sauce_with_potatoes_and_carrots	Venison, (deer), stew, in tomato-based sauce, with potatoes and carrots	27336100.0
27336150	0	Venison_deer_stew_in_tomato_based_sauce_with_potatoes_no_carrots	Venison, (deer), stew, in tomato-based sauce, with potatoes, no carrots	27336150.0
27336200	0	Venison_deer_stew_in_gravy_with_potatoes_and_carrots	Venison, (deer), stew, in gravy, with potatoes and carrots	27336200.0
27336250	0	Venison_deer_stew_in_gravy_with_potatoes_no_carrots	Venison, (deer), stew, in gravy, with potatoes, no carrots	27336250.0
27341000	0	Chicken_or_turkey_potatoes_corn_and_cheese_with_gravy_KFC_Mashed_Potato_Bowl_with_Gravy_	Chicken or turkey, potatoes, corn, and cheese, with gravy (KFC Mashed Potato Bowl with Gravy)	27341000.0
27341310	0	Chicken_or_turkey_stew_in_gravy_with_potatoes_and_carrots	Chicken or turkey stew, in gravy, with potatoes and carrots	27341310.0
27341320	0	Chicken_or_turkey_stew_in_gravy_with_potatoes_no_carrots	Chicken or turkey stew, in gravy, with potatoes, no carrots	27341320.0
27341510	0	Chicken_or_turkey_stew_in_tomato_based_sauce_with_potatoes_and_carrots	Chicken or turkey stew, in tomato-based sauce, with potatoes and carrots	27341510.0
27341520	0	Chicken_or_turkey_stew_in_tomato_based_sauce_with_potato_no_carrots	Chicken or turkey stew, in tomato-based sauce, with potato, no carrots	27341520.0
27343470	0	Chicken_or_turkey_noodle_casserole_made_with_mushroom_soup_with_carrots	Chicken or turkey noodle casserole, made with mushroom soup, with carrots	27343470.0
